Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,BATI Score,Status,Reasons
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,54,100,TRUSTED,
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
